"","kingdom","phylum","class","order","family","genus","species"
"ASV_10409",NA,NA,NA,NA,NA,NA,NA
"ASV_10410",NA,NA,NA,NA,NA,NA,NA
"ASV_10411",NA,NA,NA,NA,NA,NA,NA
"ASV_10412",NA,NA,NA,NA,NA,NA,NA
"ASV_10413","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Filobasidiales","f__Filobasidiaceae","g__Filobasidium","s__chernovii"
"ASV_10414","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Russulales","f__Lachnocladiaceae","g__Gloiothele",NA
"ASV_10415",NA,NA,NA,NA,NA,NA,NA
"ASV_10416","k__Fungi","p__Ascomycota","c__Orbiliomycetes","o__Orbiliales","f__Orbiliaceae","g__Dactylella","s__arnaudii"
"ASV_10417",NA,NA,NA,NA,NA,NA,NA
"ASV_10418",NA,NA,NA,NA,NA,NA,NA
"ASV_10419",NA,NA,NA,NA,NA,NA,NA
"ASV_10420",NA,NA,NA,NA,NA,NA,NA
"ASV_10421",NA,NA,NA,NA,NA,NA,NA
"ASV_10422","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Polyporales","f__Irpicaceae","g__Byssomerulius","s__corium"
"ASV_10423",NA,NA,NA,NA,NA,NA,NA
"ASV_10424",NA,NA,NA,NA,NA,NA,NA
"ASV_10425",NA,NA,NA,NA,NA,NA,NA
"ASV_10426",NA,NA,NA,NA,NA,NA,NA
"ASV_10427",NA,NA,NA,NA,NA,NA,NA
"ASV_10428",NA,NA,NA,NA,NA,NA,NA
"ASV_10429","k__Fungi","p__Aphelidiomycota","c__Aphelidiomycota_cls_Incertae_sedis","o__Aphelidiomycota_ord_Incertae_sedis","f__Aphelidiomycota_fam_Incertae_sedis","g__Aphelidiomycota_gen_Incertae_sedis",NA
"ASV_10430",NA,NA,NA,NA,NA,NA,NA
"ASV_10431",NA,NA,NA,NA,NA,NA,NA
"ASV_10432","k__Fungi","p__Ascomycota","c__Orbiliomycetes","o__Orbiliales","f__Orbiliaceae","g__Orbilia",NA
"ASV_10433","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__Niessliaceae","g__Eucasphaeria",NA
"ASV_10434",NA,NA,NA,NA,NA,NA,NA
"ASV_10435",NA,NA,NA,NA,NA,NA,NA
"ASV_10436",NA,NA,NA,NA,NA,NA,NA
"ASV_10437",NA,NA,NA,NA,NA,NA,NA
"ASV_10438",NA,NA,NA,NA,NA,NA,NA
"ASV_10439","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Filobasidiales","f__Piskurozymaceae","g__Piskurozyma",NA
"ASV_10440",NA,NA,NA,NA,NA,NA,NA
"ASV_10441",NA,NA,NA,NA,NA,NA,NA
"ASV_10442",NA,NA,NA,NA,NA,NA,NA
"ASV_10443",NA,NA,NA,NA,NA,NA,NA
"ASV_10444",NA,NA,NA,NA,NA,NA,NA
"ASV_10445","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Didymosphaeriaceae","g__Pseudocamarosporium",NA
"ASV_10446",NA,NA,NA,NA,NA,NA,NA
"ASV_10447",NA,NA,NA,NA,NA,NA,NA
"ASV_10448",NA,NA,NA,NA,NA,NA,NA
"ASV_10449",NA,NA,NA,NA,NA,NA,NA
"ASV_10450","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Strophariaceae","g__Pholiota","s__polychroa"
"ASV_10451",NA,NA,NA,NA,NA,NA,NA
"ASV_10452",NA,NA,NA,NA,NA,NA,NA
"ASV_10453",NA,NA,NA,NA,NA,NA,NA
"ASV_10454",NA,NA,NA,NA,NA,NA,NA
"ASV_10455",NA,NA,NA,NA,NA,NA,NA
"ASV_10456","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Mycosphaerellales","f__Mycosphaerellaceae",NA,NA
"ASV_10457","k__Fungi","p__Basidiomycota","c__Cystobasidiomycetes","o__Sakaguchiales","f__Sakaguchiaceae","g__Sakaguchia",NA
"ASV_10458",NA,NA,NA,NA,NA,NA,NA
"ASV_10459",NA,NA,NA,NA,NA,NA,NA
"ASV_10460",NA,NA,NA,NA,NA,NA,NA
"ASV_10461",NA,NA,NA,NA,NA,NA,NA
"ASV_10462",NA,NA,NA,NA,NA,NA,NA
"ASV_10463",NA,NA,NA,NA,NA,NA,NA
"ASV_10464","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Polyporales","f__Polyporaceae","g__Perenniporia","s__narymica"
"ASV_10465","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Psathyrellaceae","g__Psathyrella",NA
"ASV_10466",NA,NA,NA,NA,NA,NA,NA
"ASV_10467","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales",NA,NA,NA
"ASV_10468",NA,NA,NA,NA,NA,NA,NA
"ASV_10469","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Pleosporaceae","g__Bipolaris",NA
"ASV_10470",NA,NA,NA,NA,NA,NA,NA
"ASV_10471","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales","f__Neodevriesiaceae","g__Neodevriesia","s__poagena"
"ASV_10472",NA,NA,NA,NA,NA,NA,NA
"ASV_10473",NA,NA,NA,NA,NA,NA,NA
"ASV_10474","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Thelephorales","f__Thelephoraceae","g__Tomentella","s__ellisii"
"ASV_10475","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Helotiales",NA,NA,NA
"ASV_10476",NA,NA,NA,NA,NA,NA,NA
"ASV_10477",NA,NA,NA,NA,NA,NA,NA
"ASV_10478","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Polyporales","f__Meripilaceae","g__Physisporinus",NA
"ASV_10479",NA,NA,NA,NA,NA,NA,NA
"ASV_10480",NA,NA,NA,NA,NA,NA,NA
"ASV_10481",NA,NA,NA,NA,NA,NA,NA
"ASV_10482",NA,NA,NA,NA,NA,NA,NA
"ASV_10483",NA,NA,NA,NA,NA,NA,NA
"ASV_10484",NA,NA,NA,NA,NA,NA,NA
"ASV_10485","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Polyporales","f__Irpicaceae","g__Irpex",NA
"ASV_10486","k__Fungi","p__Mortierellomycota","c__Mortierellomycetes","o__Mortierellales","f__Mortierellaceae",NA,NA
"ASV_10487",NA,NA,NA,NA,NA,NA,NA
"ASV_10488","k__Fungi","p__Ascomycota","c__Orbiliomycetes","o__Orbiliales","f__Orbiliaceae","g__Dactylella",NA
"ASV_10489",NA,NA,NA,NA,NA,NA,NA
"ASV_10490","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV_10491",NA,NA,NA,NA,NA,NA,NA
"ASV_10492",NA,NA,NA,NA,NA,NA,NA
"ASV_10493",NA,NA,NA,NA,NA,NA,NA
"ASV_10494",NA,NA,NA,NA,NA,NA,NA
"ASV_10495","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Entolomataceae","g__Entoloma",NA
"ASV_10496","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Sordariales","f__Podosporaceae","g__Podospora","s__intestinacea"
"ASV_10497","k__Fungi","p__Ascomycota","c__Orbiliomycetes","o__Orbiliales","f__Orbiliaceae",NA,NA
"ASV_10498",NA,NA,NA,NA,NA,NA,NA
"ASV_10499",NA,NA,NA,NA,NA,NA,NA
"ASV_10500",NA,NA,NA,NA,NA,NA,NA
"ASV_10501",NA,NA,NA,NA,NA,NA,NA
"ASV_10502","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Bulleribasidiaceae","g__Vishniacozyma",NA
"ASV_10503","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Thelebolales",NA,NA,NA
"ASV_10504","k__Apusozoa","p__Apusozoa_phy_Incertae_sedis","c__Apusozoa_cls_Incertae_sedis","o__Apusozoa_ord_Incertae_sedis","f__Apusozoa_fam_Incertae_sedis","g__Apusozoa_gen_Incertae_sedis",NA
"ASV_10505",NA,NA,NA,NA,NA,NA,NA
"ASV_10506","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Phallales","f__Gastrosporiaceae","g__Gastrosporium","s__simplex"
"ASV_10507",NA,NA,NA,NA,NA,NA,NA
"ASV_10508","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Psathyrellaceae","g__Psathyrella",NA
"ASV_10509",NA,NA,NA,NA,NA,NA,NA
"ASV_10510",NA,NA,NA,NA,NA,NA,NA
"ASV_10511",NA,NA,NA,NA,NA,NA,NA
"ASV_10512",NA,NA,NA,NA,NA,NA,NA
"ASV_10513","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Thelephorales","f__Thelephoraceae","g__Tomentella",NA
"ASV_10514",NA,NA,NA,NA,NA,NA,NA
"ASV_10515","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Mycenaceae","g__Mycena","s__zephirus"
"ASV_10516",NA,NA,NA,NA,NA,NA,NA
"ASV_10517",NA,NA,NA,NA,NA,NA,NA
"ASV_10518","k__Fungi","p__Ascomycota","c__Candelariomycetes","o__Candelariales","f__Pycnoraceae","g__Pycnora",NA
"ASV_10519",NA,NA,NA,NA,NA,NA,NA
"ASV_10520","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Psathyrellaceae","g__Psathyrella","s__panaeoloides"
"ASV_10521","k__Stramenopila","p__Ochrophyta","c__Bacillariophyceae","o__Eunotiales","f__Eunotiaceae","g__Eunotia","s__bilunaris"
"ASV_10522",NA,NA,NA,NA,NA,NA,NA
"ASV_10523",NA,NA,NA,NA,NA,NA,NA
"ASV_10524",NA,NA,NA,NA,NA,NA,NA
"ASV_10525",NA,NA,NA,NA,NA,NA,NA
"ASV_10526",NA,NA,NA,NA,NA,NA,NA
"ASV_10527",NA,NA,NA,NA,NA,NA,NA
"ASV_10528",NA,NA,NA,NA,NA,NA,NA
"ASV_10529","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Sebacinales",NA,NA,NA
"ASV_10530",NA,NA,NA,NA,NA,NA,NA
"ASV_10531",NA,NA,NA,NA,NA,NA,NA
"ASV_10532",NA,NA,NA,NA,NA,NA,NA
"ASV_10533",NA,NA,NA,NA,NA,NA,NA
"ASV_10534",NA,NA,NA,NA,NA,NA,NA
"ASV_10535",NA,NA,NA,NA,NA,NA,NA
"ASV_10536","k__Fungi","p__Mucoromycota","c__Mucoromycetes","o__Mucorales","f__Cunninghamellaceae","g__Cunninghamella","s__elegans"
"ASV_10537",NA,NA,NA,NA,NA,NA,NA
"ASV_10538","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Phaeosphaeriaceae","g__Neosetophoma","s__xingrensis"
"ASV_10539",NA,NA,NA,NA,NA,NA,NA
"ASV_10540",NA,NA,NA,NA,NA,NA,NA
"ASV_10541","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Phaeosphaeriaceae","g__Paraphoma",NA
"ASV_10542",NA,NA,NA,NA,NA,NA,NA
"ASV_10543","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Sporormiaceae",NA,NA
"ASV_10544",NA,NA,NA,NA,NA,NA,NA
"ASV_10545",NA,NA,NA,NA,NA,NA,NA
"ASV_10546","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Bulleribasidiaceae","g__Dioszegia",NA
"ASV_10547",NA,NA,NA,NA,NA,NA,NA
"ASV_10548",NA,NA,NA,NA,NA,NA,NA
"ASV_10549",NA,NA,NA,NA,NA,NA,NA
"ASV_10550",NA,NA,NA,NA,NA,NA,NA
"ASV_10551","k__Fungi","p__Ascomycota","c__Lecanoromycetes","o__Ostropales","f__Stictidaceae","g__Stictis",NA
"ASV_10552",NA,NA,NA,NA,NA,NA,NA
"ASV_10553","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Pleosporales_fam_Incertae_sedis","g__Pseudorobillarda","s__phragmitis"
"ASV_10554",NA,NA,NA,NA,NA,NA,NA
"ASV_10555","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Phaeosphaeriaceae","g__Paraphoma","s__dioscoreae"
"ASV_10556","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Trichosphaeriales","f__Trichosphaeriaceae","g__Nigrospora","s__guilinensis"
"ASV_10557",NA,NA,NA,NA,NA,NA,NA
"ASV_10558",NA,NA,NA,NA,NA,NA,NA
"ASV_10559",NA,NA,NA,NA,NA,NA,NA
"ASV_10560",NA,NA,NA,NA,NA,NA,NA
"ASV_10561","k__Fungi","p__Ascomycota","c__Pezizomycetes","o__Pezizales","f__Ascobolaceae","g__Ascobolus",NA
"ASV_10562",NA,NA,NA,NA,NA,NA,NA
"ASV_10563",NA,NA,NA,NA,NA,NA,NA
"ASV_10564","k__Fungi","p__Ascomycota","c__Geoglossomycetes","o__Geoglossales","f__Geoglossales_fam_Incertae_sedis","g__Geoglossales_gen_Incertae_sedis",NA
"ASV_10565",NA,NA,NA,NA,NA,NA,NA
"ASV_10566","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales",NA,NA,NA
"ASV_10567",NA,NA,NA,NA,NA,NA,NA
"ASV_10568",NA,NA,NA,NA,NA,NA,NA
"ASV_10569",NA,NA,NA,NA,NA,NA,NA
"ASV_10570",NA,NA,NA,NA,NA,NA,NA
"ASV_10571",NA,NA,NA,NA,NA,NA,NA
"ASV_10572",NA,NA,NA,NA,NA,NA,NA
"ASV_10573",NA,NA,NA,NA,NA,NA,NA
"ASV_10574",NA,NA,NA,NA,NA,NA,NA
"ASV_10575",NA,NA,NA,NA,NA,NA,NA
"ASV_10576",NA,NA,NA,NA,NA,NA,NA
"ASV_10577",NA,NA,NA,NA,NA,NA,NA
"ASV_10578",NA,NA,NA,NA,NA,NA,NA
"ASV_10579",NA,NA,NA,NA,NA,NA,NA
"ASV_10580",NA,NA,NA,NA,NA,NA,NA
"ASV_10581","k__Fungi","p__Ascomycota","c__Leotiomycetes",NA,NA,NA,NA
"ASV_10582",NA,NA,NA,NA,NA,NA,NA
"ASV_10583",NA,NA,NA,NA,NA,NA,NA
"ASV_10584",NA,NA,NA,NA,NA,NA,NA
"ASV_10585",NA,NA,NA,NA,NA,NA,NA
"ASV_10586","k__Fungi","p__Ascomycota","c__Pezizomycetes","o__Pezizales","f__Ascobolaceae","g__Ascobolaceae_gen_Incertae_sedis",NA
"ASV_10587","k__Fungi","p__Ascomycota","c__Leotiomycetes",NA,NA,NA,NA
"ASV_10588",NA,NA,NA,NA,NA,NA,NA
"ASV_10589","k__Fungi","p__Basidiomycota","c__Agaricostilbomycetes","o__Agaricostilbales","f__Kondoaceae","g__Kondoa","s__aeria"
"ASV_10590","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Lentitheciaceae","g__Poaceascoma",NA
"ASV_10591",NA,NA,NA,NA,NA,NA,NA
"ASV_10592","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Phaeosphaeriaceae","g__Paraphoma",NA
"ASV_10593","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Psathyrellaceae","g__Coprinopsis",NA
"ASV_10594","k__Stramenopila","p__Ochrophyta","c__Xanthophyceae","o__Mischococcales","f__Botryochloridaceae","g__Chlorellidium",NA
"ASV_10595","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Phaeosphaeriaceae","g__Didymocyrtis","s__pini"
"ASV_10596","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Lycoperdaceae","g__Bovista","s__promontorii"
"ASV_10597",NA,NA,NA,NA,NA,NA,NA
"ASV_10598","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__Clavicipitaceae","g__Marquandomyces","s__marquandii"
"ASV_10599",NA,NA,NA,NA,NA,NA,NA
"ASV_10600",NA,NA,NA,NA,NA,NA,NA
"ASV_10601",NA,NA,NA,NA,NA,NA,NA
"ASV_10602",NA,NA,NA,NA,NA,NA,NA
"ASV_10603",NA,NA,NA,NA,NA,NA,NA
"ASV_10604","k__Stramenopila","p__Oomycota","c__Oomycetes","o__Pythiales","f__Pythiaceae","g__Pythium",NA
"ASV_10605",NA,NA,NA,NA,NA,NA,NA
"ASV_10606","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Torulaceae","g__Cylindrotorula","s__indica"
"ASV_10607",NA,NA,NA,NA,NA,NA,NA
"ASV_10608",NA,NA,NA,NA,NA,NA,NA
"ASV_10609",NA,NA,NA,NA,NA,NA,NA
"ASV_10610",NA,NA,NA,NA,NA,NA,NA
"ASV_10611",NA,NA,NA,NA,NA,NA,NA
"ASV_10612","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Polyporales","f__Meruliaceae","g__Crustodontia","s__chrysocreas"
"ASV_10613",NA,NA,NA,NA,NA,NA,NA
"ASV_10614",NA,NA,NA,NA,NA,NA,NA
"ASV_10615","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Thelephorales","f__Thelephoraceae","g__Tomentella",NA
"ASV_10616",NA,NA,NA,NA,NA,NA,NA
"ASV_10617",NA,NA,NA,NA,NA,NA,NA
"ASV_10618","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Bolbitiaceae","g__Panaeolus",NA
"ASV_10619","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Geastrales","f__Geastraceae","g__Geastrum","s__kotlabae"
"ASV_10620","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Entolomataceae","g__Clitopilus",NA
"ASV_10621",NA,NA,NA,NA,NA,NA,NA
"ASV_10622","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Psathyrellaceae","g__Coprinopsis","s__filamentifera"
"ASV_10623",NA,NA,NA,NA,NA,NA,NA
"ASV_10624",NA,NA,NA,NA,NA,NA,NA
"ASV_10625",NA,NA,NA,NA,NA,NA,NA
"ASV_10626",NA,NA,NA,NA,NA,NA,NA
"ASV_10627",NA,NA,NA,NA,NA,NA,NA
"ASV_10628",NA,NA,NA,NA,NA,NA,NA
"ASV_10629",NA,NA,NA,NA,NA,NA,NA
"ASV_10630","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Lycoperdaceae",NA,NA
"ASV_10631",NA,NA,NA,NA,NA,NA,NA
"ASV_10632",NA,NA,NA,NA,NA,NA,NA
"ASV_10633",NA,NA,NA,NA,NA,NA,NA
"ASV_10634",NA,NA,NA,NA,NA,NA,NA
"ASV_10635",NA,NA,NA,NA,NA,NA,NA
"ASV_10636",NA,NA,NA,NA,NA,NA,NA
"ASV_10637","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__Stachybotryaceae",NA,NA
"ASV_10638",NA,NA,NA,NA,NA,NA,NA
"ASV_10639",NA,NA,NA,NA,NA,NA,NA
"ASV_10640","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Helotiales",NA,NA,NA
"ASV_10641",NA,NA,NA,NA,NA,NA,NA
"ASV_10642",NA,NA,NA,NA,NA,NA,NA
"ASV_10643",NA,NA,NA,NA,NA,NA,NA
"ASV_10644",NA,NA,NA,NA,NA,NA,NA
"ASV_10645",NA,NA,NA,NA,NA,NA,NA
"ASV_10646",NA,NA,NA,NA,NA,NA,NA
"ASV_10647",NA,NA,NA,NA,NA,NA,NA
"ASV_10648",NA,NA,NA,NA,NA,NA,NA
"ASV_10649",NA,NA,NA,NA,NA,NA,NA
"ASV_10650","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Polyporales","f__Meripilaceae",NA,NA
"ASV_10651","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Trechisporales","f__Hydnodontaceae","g__Subulicystidium","s__brachysporum"
"ASV_10652",NA,NA,NA,NA,NA,NA,NA
"ASV_10653","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Thelephorales","f__Thelephoraceae","g__Tomentella",NA
"ASV_10654","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Lycoperdaceae",NA,NA
"ASV_10655",NA,NA,NA,NA,NA,NA,NA
"ASV_10656","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Didymellaceae",NA,NA
"ASV_10657","k__Fungi","p__Mucoromycota","c__Mucoromycetes","o__Mucorales","f__Cunninghamellaceae","g__Absidia",NA
"ASV_10658","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Sordariomycetes_ord_Incertae_sedis","f__Sordariomycetes_fam_Incertae_sedis","g__Oncopodiella",NA
"ASV_10659","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Entolomataceae","g__Clitopilus",NA
"ASV_10660",NA,NA,NA,NA,NA,NA,NA
"ASV_10661",NA,NA,NA,NA,NA,NA,NA
"ASV_10662","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Tricholomataceae","g__Lepista",NA
"ASV_10663","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Verrucariales","f__Verrucariaceae",NA,NA
"ASV_10664",NA,NA,NA,NA,NA,NA,NA
"ASV_10665","k__Viridiplantae","p__Chlorophyta","c__Chlorophyceae","o__Chaetopeltidales","f__Chaetopeltidaceae","g__Planophila","s__laetevirens"
"ASV_10666",NA,NA,NA,NA,NA,NA,NA
"ASV_10667",NA,NA,NA,NA,NA,NA,NA
"ASV_10668","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales",NA,NA,NA
"ASV_10669",NA,NA,NA,NA,NA,NA,NA
"ASV_10670",NA,NA,NA,NA,NA,NA,NA
"ASV_10671",NA,NA,NA,NA,NA,NA,NA
"ASV_10672",NA,NA,NA,NA,NA,NA,NA
"ASV_10673",NA,NA,NA,NA,NA,NA,NA
"ASV_10674",NA,NA,NA,NA,NA,NA,NA
"ASV_10675",NA,NA,NA,NA,NA,NA,NA
"ASV_10676",NA,NA,NA,NA,NA,NA,NA
"ASV_10677",NA,NA,NA,NA,NA,NA,NA
"ASV_10678",NA,NA,NA,NA,NA,NA,NA
"ASV_10679","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Geastrales","f__Geastraceae","g__Geastrum","s__kuharii"
"ASV_10680",NA,NA,NA,NA,NA,NA,NA
"ASV_10681",NA,NA,NA,NA,NA,NA,NA
"ASV_10682","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Tricholomataceae","g__Lepista",NA
"ASV_10683",NA,NA,NA,NA,NA,NA,NA
"ASV_10684","k__Fungi","p__Basidiomycota","c__Spiculogloeomycetes","o__Spiculogloeales","f__Spiculogloeaceae","g__Phyllozyma",NA
"ASV_10685",NA,NA,NA,NA,NA,NA,NA
"ASV_10686",NA,NA,NA,NA,NA,NA,NA
"ASV_10687",NA,NA,NA,NA,NA,NA,NA
"ASV_10688",NA,NA,NA,NA,NA,NA,NA
"ASV_10689",NA,NA,NA,NA,NA,NA,NA
"ASV_10690",NA,NA,NA,NA,NA,NA,NA
"ASV_10691",NA,NA,NA,NA,NA,NA,NA
"ASV_10692",NA,NA,NA,NA,NA,NA,NA
"ASV_10693",NA,NA,NA,NA,NA,NA,NA
"ASV_10694","k__Stramenopila","p__Ochrophyta","c__Eustigmatophyceae","o__Eustigmatales","f__Eustigmataceae",NA,NA
"ASV_10695","k__Fungi","p__Mortierellomycota","c__Mortierellomycetes","o__Mortierellales","f__Mortierellales_fam_Incertae_sedis","g__Mortierellales_gen_Incertae_sedis",NA
"ASV_10696","k__Fungi","p__Basidiomycota","c__Agaricostilbomycetes","o__Agaricostilbales","f__Kondoaceae","g__Kondoa","s__phyllada"
"ASV_10697",NA,NA,NA,NA,NA,NA,NA
"ASV_10698",NA,NA,NA,NA,NA,NA,NA
"ASV_10699",NA,NA,NA,NA,NA,NA,NA
"ASV_10700",NA,NA,NA,NA,NA,NA,NA
"ASV_10701","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Hymenogastraceae","g__Hebeloma","s__odoratissimum"
"ASV_10702",NA,NA,NA,NA,NA,NA,NA
"ASV_10703",NA,NA,NA,NA,NA,NA,NA
"ASV_10704",NA,NA,NA,NA,NA,NA,NA
"ASV_10705","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Trimorphomycetaceae","g__Saitozyma","s__flava"
"ASV_10706",NA,NA,NA,NA,NA,NA,NA
"ASV_10707","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Russulales","f__Lachnocladiaceae","g__Dichostereum",NA
"ASV_10708",NA,NA,NA,NA,NA,NA,NA
"ASV_10709",NA,NA,NA,NA,NA,NA,NA
"ASV_10710",NA,NA,NA,NA,NA,NA,NA
"ASV_10711","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Helotiales","f__Chaetomellaceae","g__Pilidium",NA
"ASV_10712","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Eurotiales","f__Aspergillaceae","g__Aspergillus","s__aureolatus"
"ASV_10713","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Didymosphaeriaceae","g__Pseudopithomyces","s__chartarum"
"ASV_10714",NA,NA,NA,NA,NA,NA,NA
"ASV_10715",NA,NA,NA,NA,NA,NA,NA
"ASV_10716","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Amniculicolaceae","g__Murispora","s__kazachstanica"
"ASV_10717","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Mycosphaerellales","f__Mycosphaerellales_fam_Incertae_sedis","g__Mycosphaerellales_gen_Incertae_sedis",NA
"ASV_10718","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Polyporales",NA,NA,NA
"ASV_10719","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV_10720",NA,NA,NA,NA,NA,NA,NA
"ASV_10721",NA,NA,NA,NA,NA,NA,NA
"ASV_10722",NA,NA,NA,NA,NA,NA,NA
"ASV_10723",NA,NA,NA,NA,NA,NA,NA
"ASV_10724",NA,NA,NA,NA,NA,NA,NA
"ASV_10725",NA,NA,NA,NA,NA,NA,NA
"ASV_10726","k__Stramenopila","p__Ochrophyta","c__Bacillariophyceae","o__Fragilariales","f__Fragilariaceae","g__Tabularia",NA
"ASV_10727","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Sordariales","f__Helminthosphaeriaceae","g__Spadicoides",NA
"ASV_10728",NA,NA,NA,NA,NA,NA,NA
"ASV_10729",NA,NA,NA,NA,NA,NA,NA
"ASV_10730",NA,NA,NA,NA,NA,NA,NA
"ASV_10731","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Helotiales",NA,NA,NA
"ASV_10732","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Pleosporaceae","g__Pleosporaceae_gen_Incertae_sedis",NA
"ASV_10733","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Polyporales","f__Irpicaceae","g__Ceriporia","s__purpurea"
"ASV_10734",NA,NA,NA,NA,NA,NA,NA
"ASV_10735",NA,NA,NA,NA,NA,NA,NA
"ASV_10736","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Mycosphaerellales","f__Teratosphaeriaceae",NA,NA
"ASV_10737",NA,NA,NA,NA,NA,NA,NA
"ASV_10738",NA,NA,NA,NA,NA,NA,NA
"ASV_10739","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Didymosphaeriaceae","g__Paracamarosporium","s__fagi"
