"","ASV","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"12256","ASV_12256",NA,NA,NA,NA,NA,NA,NA
"12257","ASV_12257",NA,NA,NA,NA,NA,NA,NA
"12258","ASV_12258","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Phaeosphaeriaceae",NA,NA
"12259","ASV_12259","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"12260","ASV_12260",NA,NA,NA,NA,NA,NA,NA
"12261","ASV_12261",NA,NA,NA,NA,NA,NA,NA
"12262","ASV_12262",NA,NA,NA,NA,NA,NA,NA
"12263","ASV_12263","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Mycosphaerellales","f__Mycosphaerellaceae","g__Zymoseptoria",NA
"12264","ASV_12264",NA,NA,NA,NA,NA,NA,NA
"12265","ASV_12265",NA,NA,NA,NA,NA,NA,NA
"12266","ASV_12266","k__Fungi",NA,NA,NA,NA,NA,NA
"12267","ASV_12267","k__Fungi",NA,NA,NA,NA,NA,NA
"12268","ASV_12268","k__Stramenopila","p__Hypochytriomycota","c__Hyphochytriomycetes","o__Hyphochytriales","f__Hyphochytriaceae","g__Hyphochytriaceae_gen_Incertae_sedis",NA
"12269","ASV_12269",NA,NA,NA,NA,NA,NA,NA
"12270","ASV_12270","k__Fungi",NA,NA,NA,NA,NA,NA
"12271","ASV_12271","k__Fungi",NA,NA,NA,NA,NA,NA
"12272","ASV_12272","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Geastrales","f__Geastraceae","g__Geastrum","s__fimbriatum"
"12273","ASV_12273","k__Fungi","p__Kickxellomycota","c__Kickxellomycota_cls_Incertae_sedis","o__Kickxellomycota_ord_Incertae_sedis","f__Kickxellomycota_fam_Incertae_sedis","g__Kickxellomycota_gen_Incertae_sedis",NA
"12274","ASV_12274",NA,NA,NA,NA,NA,NA,NA
"12275","ASV_12275",NA,NA,NA,NA,NA,NA,NA
"12276","ASV_12276","k__Fungi",NA,NA,NA,NA,NA,NA
"12277","ASV_12277","k__Fungi",NA,NA,NA,NA,NA,NA
"12278","ASV_12278","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Thelephorales","f__Thelephoraceae","g__Tomentella","s__ellisii"
"12279","ASV_12279",NA,NA,NA,NA,NA,NA,NA
"12280","ASV_12280","k__Fungi","p__Basidiomycota","c__Cystobasidiomycetes","o__Erythrobasidiales","f__Erythrobasidiaceae","g__Erythrobasidium","s__hasegawae"
"12281","ASV_12281","k__Fungi",NA,NA,NA,NA,NA,NA
"12282","ASV_12282","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Rhynchogastremataceae","g__Papiliotrema","s__fusca"
"12283","ASV_12283","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Lentitheciaceae","g__Murilentithecium","s__clematidis"
"12284","ASV_12284","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales","f__Cladosporiaceae","g__Rachicladosporium",NA
"12285","ASV_12285",NA,NA,NA,NA,NA,NA,NA
"12286","ASV_12286","k__Fungi","p__Basidiomycota","c__Cystobasidiomycetes","o__Cystobasidiomycetes_ord_Incertae_sedis","f__Cystobasidiomycetes_fam_Incertae_sedis","g__Cystobasidiomycetes_gen_Incertae_sedis",NA
"12287","ASV_12287","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Entolomataceae","g__Entoloma","s__perumbilicatum"
"12288","ASV_12288","k__Fungi","p__Basidiomycota","c__Basidiomycota_cls_Incertae_sedis","o__Basidiomycota_ord_Incertae_sedis","f__Basidiomycota_fam_Incertae_sedis","g__Basidiomycota_gen_Incertae_sedis",NA
"12289","ASV_12289","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Stephanosporaceae","g__Lindtneria","s__trachyspora"
"12290","ASV_12290","k__Fungi",NA,NA,NA,NA,NA,NA
"12291","ASV_12291",NA,NA,NA,NA,NA,NA,NA
"12292","ASV_12292",NA,NA,NA,NA,NA,NA,NA
"12293","ASV_12293",NA,NA,NA,NA,NA,NA,NA
"12294","ASV_12294",NA,NA,NA,NA,NA,NA,NA
"12295","ASV_12295",NA,NA,NA,NA,NA,NA,NA
"12296","ASV_12296","k__Fungi","p__Basidiomycota","c__Agaricomycetes",NA,NA,NA,NA
"12297","ASV_12297",NA,NA,NA,NA,NA,NA,NA
"12298","ASV_12298",NA,NA,NA,NA,NA,NA,NA
"12299","ASV_12299",NA,NA,NA,NA,NA,NA,NA
"12300","ASV_12300",NA,NA,NA,NA,NA,NA,NA
"12301","ASV_12301",NA,NA,NA,NA,NA,NA,NA
"12302","ASV_12302","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Tubeufiales","f__Tubeufiaceae","g__Zaanenomyces","s__versatilis"
"12303","ASV_12303",NA,NA,NA,NA,NA,NA,NA
"12304","ASV_12304","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Bolbitiaceae","g__Bolbitius","s__excoriatus"
"12305","ASV_12305","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Sporormiaceae","g__Sporormiella",NA
"12306","ASV_12306",NA,NA,NA,NA,NA,NA,NA
"12307","ASV_12307","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Lophiostomataceae",NA,NA
"12308","ASV_12308",NA,NA,NA,NA,NA,NA,NA
"12309","ASV_12309",NA,NA,NA,NA,NA,NA,NA
"12310","ASV_12310",NA,NA,NA,NA,NA,NA,NA
"12311","ASV_12311",NA,NA,NA,NA,NA,NA,NA
"12312","ASV_12312",NA,NA,NA,NA,NA,NA,NA
"12313","ASV_12313","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"12314","ASV_12314",NA,NA,NA,NA,NA,NA,NA
"12315","ASV_12315",NA,NA,NA,NA,NA,NA,NA
"12316","ASV_12316",NA,NA,NA,NA,NA,NA,NA
"12317","ASV_12317","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Phaeosphaeriaceae","g__Septoriella",NA
"12318","ASV_12318","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Cucurbitariaceae",NA,NA
"12319","ASV_12319",NA,NA,NA,NA,NA,NA,NA
"12320","ASV_12320","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Didymosphaeriaceae","g__Paracamarosporium","s__hawaiiense"
"12321","ASV_12321",NA,NA,NA,NA,NA,NA,NA
"12322","ASV_12322",NA,NA,NA,NA,NA,NA,NA
"12323","ASV_12323","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Tubeufiales","f__Tubeufiaceae","g__Tubeufia",NA
"12324","ASV_12324","k__Fungi",NA,NA,NA,NA,NA,NA
"12325","ASV_12325","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Didymosphaeriaceae","g__Montagnula",NA
"12326","ASV_12326","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Hymenochaetales","f__Schizoporaceae","g__Xylodon","s__sambuci"
"12327","ASV_12327",NA,NA,NA,NA,NA,NA,NA
"12328","ASV_12328","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Entolomataceae","g__Entoloma",NA
"12329","ASV_12329",NA,NA,NA,NA,NA,NA,NA
"12330","ASV_12330","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Polyporales","f__Meruliaceae","g__Hydnophlebia","s__chrysorhiza"
"12331","ASV_12331",NA,NA,NA,NA,NA,NA,NA
"12332","ASV_12332","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__Nectriaceae","g__Fusarium",NA
"12333","ASV_12333","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Sporormiaceae","g__Sporormiella","s__irregularis"
"12334","ASV_12334","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Polyporales","f__Polyporaceae","g__Fomes","s__meliae"
"12335","ASV_12335","k__Fungi","p__Basidiomycota","c__Microbotryomycetes","o__Leucosporidiales","f__Leucosporidiaceae","g__Leucosporidium","s__creatinivorum"
"12336","ASV_12336","k__Fungi","p__Ascomycota","c__Orbiliomycetes","o__Orbiliales","f__Orbiliaceae","g__Orbilia",NA
"12337","ASV_12337","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Diaporthales","f__Gnomoniaceae","g__Plagiostoma","s__barriae"
"12338","ASV_12338","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales",NA,NA,NA
"12339","ASV_12339",NA,NA,NA,NA,NA,NA,NA
"12340","ASV_12340","k__Fungi","p__Basidiomycota","c__Spiculogloeomycetes","o__Spiculogloeales","f__Spiculogloeaceae","g__Phyllozyma","s__subbrunnea"
"12341","ASV_12341",NA,NA,NA,NA,NA,NA,NA
"12342","ASV_12342",NA,NA,NA,NA,NA,NA,NA
"12343","ASV_12343",NA,NA,NA,NA,NA,NA,NA
"12344","ASV_12344","k__Cryptista","p__Katablepharidophyta","c__Katablepharidophyta_cls_Incertae_sedis","o__Katablepharidophyta_ord_Incertae_sedis","f__Katablepharidophyta_fam_Incertae_sedis","g__Katablepharidophyta_gen_Incertae_sedis",NA
"12345","ASV_12345",NA,NA,NA,NA,NA,NA,NA
"12346","ASV_12346",NA,NA,NA,NA,NA,NA,NA
"12347","ASV_12347",NA,NA,NA,NA,NA,NA,NA
"12348","ASV_12348",NA,NA,NA,NA,NA,NA,NA
"12349","ASV_12349",NA,NA,NA,NA,NA,NA,NA
"12350","ASV_12350",NA,NA,NA,NA,NA,NA,NA
"12351","ASV_12351",NA,NA,NA,NA,NA,NA,NA
"12352","ASV_12352","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Bolbitiaceae",NA,NA
"12353","ASV_12353","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Mycosphaerellales","f__Teratosphaeriaceae",NA,NA
"12354","ASV_12354","k__Fungi",NA,NA,NA,NA,NA,NA
"12355","ASV_12355","k__Fungi",NA,NA,NA,NA,NA,NA
"12356","ASV_12356","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Geastrales","f__Geastraceae","g__Geastrum","s__papinuttii"
"12357","ASV_12357",NA,NA,NA,NA,NA,NA,NA
"12358","ASV_12358",NA,NA,NA,NA,NA,NA,NA
"12359","ASV_12359",NA,NA,NA,NA,NA,NA,NA
"12360","ASV_12360","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Didymosphaeriaceae",NA,NA
"12361","ASV_12361","k__Fungi",NA,NA,NA,NA,NA,NA
"12362","ASV_12362",NA,NA,NA,NA,NA,NA,NA
"12363","ASV_12363",NA,NA,NA,NA,NA,NA,NA
"12364","ASV_12364","k__Fungi","p__Ascomycota","c__Geoglossomycetes","o__Geoglossales","f__Geoglossaceae",NA,NA
"12365","ASV_12365","k__Fungi",NA,NA,NA,NA,NA,NA
"12366","ASV_12366",NA,NA,NA,NA,NA,NA,NA
"12367","ASV_12367",NA,NA,NA,NA,NA,NA,NA
"12368","ASV_12368",NA,NA,NA,NA,NA,NA,NA
"12369","ASV_12369","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Entolomataceae","g__Entoloma","s__undulatosporum"
"12370","ASV_12370",NA,NA,NA,NA,NA,NA,NA
"12371","ASV_12371","k__Fungi",NA,NA,NA,NA,NA,NA
"12372","ASV_12372",NA,NA,NA,NA,NA,NA,NA
"12373","ASV_12373",NA,NA,NA,NA,NA,NA,NA
"12374","ASV_12374","k__Stramenopila","p__Oomycota","c__Oomycetes","o__Pythiales","f__Pythiaceae","g__Globisporangium","s__rostratifingens"
"12375","ASV_12375","k__Fungi","p__Basidiobolomycota","c__Basidiobolomycetes","o__Basidiobolales","f__Basidiobolaceae","g__Basidiobolus","s__ranarum"
"12376","ASV_12376","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Hymenochaetales","f__Hymenochaetaceae","g__Phellinus","s__pomaceoides"
"12377","ASV_12377","k__Fungi",NA,NA,NA,NA,NA,NA
"12378","ASV_12378","k__Fungi",NA,NA,NA,NA,NA,NA
"12379","ASV_12379",NA,NA,NA,NA,NA,NA,NA
"12380","ASV_12380",NA,NA,NA,NA,NA,NA,NA
"12381","ASV_12381",NA,NA,NA,NA,NA,NA,NA
"12382","ASV_12382","k__Fungi","p__Basidiomycota","c__Cystobasidiomycetes","o__Erythrobasidiales","f__Erythrobasidiales_fam_Incertae_sedis","g__Erythrobasidiales_gen_Incertae_sedis",NA
"12383","ASV_12383","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__Nectriaceae","g__Fusarium","s__variasi"
"12384","ASV_12384","k__Fungi","p__Basidiomycota","c__Microbotryomycetes","o__Leucosporidiales","f__Leucosporidiales_fam_Incertae_sedis","g__Leucosporidiales_gen_Incertae_sedis",NA
"12385","ASV_12385",NA,NA,NA,NA,NA,NA,NA
"12386","ASV_12386","k__Stramenopila","p__Oomycota","c__Oomycetes","o__Pythiales","f__Pythiogetonaceae","g__Pythiogeton",NA
"12387","ASV_12387","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Inocybaceae","g__Inocybe","s__nodulosa"
"12388","ASV_12388","k__Fungi","p__Rozellomycota","c__Rozellomycotina_cls_Incertae_sedis","o__GS11","f__GS11_fam_Incertae_sedis","g__GS11_gen_Incertae_sedis",NA
"12389","ASV_12389",NA,NA,NA,NA,NA,NA,NA
"12390","ASV_12390","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Thelebolales","f__Pseudeurotiaceae","g__Leuconeurospora",NA
"12391","ASV_12391","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Phaeosphaeriaceae","g__Phaeoseptoriella","s__zeae"
"12392","ASV_12392","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Boletales","f__Boletaceae","g__Porphyrellus",NA
"12393","ASV_12393","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Magnaporthales","f__Magnaporthaceae","g__Mycoleptodiscus",NA
"12394","ASV_12394",NA,NA,NA,NA,NA,NA,NA
"12395","ASV_12395",NA,NA,NA,NA,NA,NA,NA
"12396","ASV_12396","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Sordariales",NA,NA,NA
"12397","ASV_12397","k__Fungi",NA,NA,NA,NA,NA,NA
"12398","ASV_12398",NA,NA,NA,NA,NA,NA,NA
"12399","ASV_12399","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Pluteaceae","g__Pluteus","s__decoloratus"
"12400","ASV_12400","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Agaricaceae","g__Cystolepiota","s__seminuda"
"12401","ASV_12401",NA,NA,NA,NA,NA,NA,NA
"12402","ASV_12402",NA,NA,NA,NA,NA,NA,NA
"12403","ASV_12403","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricomycetes_ord_Incertae_sedis","f__Agaricomycetes_fam_Incertae_sedis","g__Xenasmatella","s__tulasnelloidea"
"12404","ASV_12404",NA,NA,NA,NA,NA,NA,NA
"12405","ASV_12405","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Bulleribasidiaceae","g__Dioszegia","s__rishiriensis"
"12406","ASV_12406","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Phaeosphaeriaceae",NA,NA
"12407","ASV_12407",NA,NA,NA,NA,NA,NA,NA
"12408","ASV_12408",NA,NA,NA,NA,NA,NA,NA
"12409","ASV_12409","k__Cryptista","p__Katablepharidophyta","c__Katablepharidophyta_cls_Incertae_sedis","o__Katablepharidophyta_ord_Incertae_sedis","f__Katablepharidophyta_fam_Incertae_sedis","g__Katablepharidophyta_gen_Incertae_sedis",NA
"12410","ASV_12410","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Cantharellales","f__Botryobasidiaceae","g__Botryobasidium","s__candicans"
"12411","ASV_12411","k__Fungi","p__Rozellomycota","c__Rozellomycotina_cls_Incertae_sedis","o__GS11","f__GS11_fam_Incertae_sedis","g__GS11_gen_Incertae_sedis",NA
"12412","ASV_12412",NA,NA,NA,NA,NA,NA,NA
"12413","ASV_12413",NA,NA,NA,NA,NA,NA,NA
"12414","ASV_12414","k__Fungi","p__Ascomycota","c__Saccharomycetes","o__Saccharomycetales","f__Lipomycetaceae","g__Lipomyces","s__chichibuensis"
"12415","ASV_12415","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales",NA,NA,NA
"12416","ASV_12416",NA,NA,NA,NA,NA,NA,NA
"12417","ASV_12417",NA,NA,NA,NA,NA,NA,NA
"12418","ASV_12418",NA,NA,NA,NA,NA,NA,NA
"12419","ASV_12419","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"12420","ASV_12420",NA,NA,NA,NA,NA,NA,NA
"12421","ASV_12421","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Lentitheciaceae","g__Keissleriella",NA
"12422","ASV_12422",NA,NA,NA,NA,NA,NA,NA
"12423","ASV_12423","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Cantharellales","f__Hydnaceae","g__Sistotrema","s__brinkmannii"
"12424","ASV_12424",NA,NA,NA,NA,NA,NA,NA
"12425","ASV_12425","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Pleosporaceae","g__Bipolaris","s__microlaenae"
"12426","ASV_12426","k__Stramenopila","p__Ochrophyta","c__Bacillariophyceae","o__Naviculales","f__Naviculaceae","g__Navicula","s__cryptocephala"
"12427","ASV_12427",NA,NA,NA,NA,NA,NA,NA
"12428","ASV_12428","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Polyporales","f__Meruliaceae","g__Meruliaceae_gen_Incertae_sedis",NA
"12429","ASV_12429",NA,NA,NA,NA,NA,NA,NA
"12430","ASV_12430",NA,NA,NA,NA,NA,NA,NA
"12431","ASV_12431",NA,NA,NA,NA,NA,NA,NA
"12432","ASV_12432",NA,NA,NA,NA,NA,NA,NA
"12433","ASV_12433",NA,NA,NA,NA,NA,NA,NA
"12434","ASV_12434","k__Fungi",NA,NA,NA,NA,NA,NA
"12435","ASV_12435","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Massarinaceae","g__Stagonospora",NA
"12436","ASV_12436",NA,NA,NA,NA,NA,NA,NA
"12437","ASV_12437",NA,NA,NA,NA,NA,NA,NA
"12438","ASV_12438","k__Fungi",NA,NA,NA,NA,NA,NA
"12439","ASV_12439",NA,NA,NA,NA,NA,NA,NA
"12440","ASV_12440","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Dictyosporiaceae",NA,NA
"12441","ASV_12441","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__Nectriaceae","g__Thelonectria",NA
"12442","ASV_12442","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Russulales","f__Peniophoraceae","g__Peniophora",NA
"12443","ASV_12443",NA,NA,NA,NA,NA,NA,NA
"12444","ASV_12444",NA,NA,NA,NA,NA,NA,NA
"12445","ASV_12445",NA,NA,NA,NA,NA,NA,NA
"12446","ASV_12446","k__Stramenopila","p__Oomycota","c__Oomycetes","o__Oomycetes_ord_Incertae_sedis","f__Oomycetes_fam_Incertae_sedis","g__Oomycetes_gen_Incertae_sedis",NA
"12447","ASV_12447","k__Fungi","p__Ascomycota","c__Pezizomycotina_cls_Incertae_sedis","o__Pezizomycotina_ord_Incertae_sedis","f__Pezizomycotina_fam_Incertae_sedis","g__Pezizomycotina_gen_Incertae_sedis",NA
"12448","ASV_12448","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Lentitheciaceae","g__Darksidea","s__epsilon"
"12449","ASV_12449",NA,NA,NA,NA,NA,NA,NA
"12450","ASV_12450",NA,NA,NA,NA,NA,NA,NA
"12451","ASV_12451",NA,NA,NA,NA,NA,NA,NA
"12452","ASV_12452","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Bulleribasidiaceae","g__Dioszegia",NA
"12453","ASV_12453","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"12454","ASV_12454","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Helotiales",NA,NA,NA
"12455","ASV_12455","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Mycosphaerellales","f__Teratosphaeriaceae","g__Catenulostroma","s__hermanusense"
"12456","ASV_12456","k__Stramenopila","p__Oomycota","c__Oomycetes","o__Saprolegniales","f__Saprolegniaceae","g__Aphanomyces","s__cochlioides"
"12457","ASV_12457","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Phaeosphaeriaceae","g__Didymocyrtis","s__brachylaenae"
"12458","ASV_12458",NA,NA,NA,NA,NA,NA,NA
"12459","ASV_12459",NA,NA,NA,NA,NA,NA,NA
"12460","ASV_12460",NA,NA,NA,NA,NA,NA,NA
"12461","ASV_12461",NA,NA,NA,NA,NA,NA,NA
"12462","ASV_12462","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Agaricaceae","g__Lepiota","s__spheniscispora"
"12463","ASV_12463",NA,NA,NA,NA,NA,NA,NA
"12464","ASV_12464",NA,NA,NA,NA,NA,NA,NA
"12465","ASV_12465","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Auriculariales","f__Exidiaceae",NA,NA
"12466","ASV_12466","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Phaeosphaeriaceae","g__Neosetophoma","s__buxi"
"12467","ASV_12467","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales","f__Neodevriesiaceae",NA,NA
"12468","ASV_12468","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Polyporales","f__Polyporaceae","g__Trametes","s__trogii"
"12469","ASV_12469","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Sebacinales","f__Serendipitaceae","g__Serendipita",NA
"12470","ASV_12470","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Entolomataceae",NA,NA
"12471","ASV_12471","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"12472","ASV_12472","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Bolbitiaceae","g__Conocybe","s__tenera"
"12473","ASV_12473",NA,NA,NA,NA,NA,NA,NA
"12474","ASV_12474","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Psathyrellaceae","g__Coprinopsis","s__clastophylla"
"12475","ASV_12475","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Hymenochaetales","f__Schizoporaceae","g__Oxyporus","s__piceicola"
"12476","ASV_12476",NA,NA,NA,NA,NA,NA,NA
"12477","ASV_12477","k__Fungi","p__Basidiomycota","c__Agaricomycetes",NA,NA,NA,NA
"12478","ASV_12478","k__Fungi","p__Basidiomycota","c__Cystobasidiomycetes","o__Naohideales","f__Naohideaceae","g__Naohidea","s__sebacea"
"12479","ASV_12479",NA,NA,NA,NA,NA,NA,NA
"12480","ASV_12480",NA,NA,NA,NA,NA,NA,NA
"12481","ASV_12481","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales",NA,NA,NA
"12482","ASV_12482","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Sebacinales","f__Sebacinaceae","g__Sebacina",NA
"12483","ASV_12483",NA,NA,NA,NA,NA,NA,NA
"12484","ASV_12484","k__Fungi","p__Ascomycota","c__Pezizomycetes","o__Pezizales","f__Tuberaceae","g__Tuber","s__theleascum"
"12485","ASV_12485",NA,NA,NA,NA,NA,NA,NA
"12486","ASV_12486","k__Fungi",NA,NA,NA,NA,NA,NA
"12487","ASV_12487","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Didymosphaeriaceae","g__Pseudocamarosporium","s__africanum"
"12488","ASV_12488",NA,NA,NA,NA,NA,NA,NA
"12489","ASV_12489","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Tremellales",NA,NA,NA
"12490","ASV_12490",NA,NA,NA,NA,NA,NA,NA
"12491","ASV_12491",NA,NA,NA,NA,NA,NA,NA
"12492","ASV_12492","k__Fungi","p__Basidiomycota","c__Agaricostilbomycetes","o__Agaricostilbales","f__Kondoaceae","g__Bensingtonia",NA
"12493","ASV_12493","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Hymenochaetales","f__Schizoporaceae","g__Oxyporus","s__corticola"
"12494","ASV_12494","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Polyporales","f__Fomitopsidaceae","g__Amyloporia","s__sinuosa"
"12495","ASV_12495","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Polyporales","f__Polyporaceae","g__Neofavolus",NA
"12496","ASV_12496",NA,NA,NA,NA,NA,NA,NA
"12497","ASV_12497",NA,NA,NA,NA,NA,NA,NA
"12498","ASV_12498","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Periconiaceae","g__Periconia","s__neobrittanica"
"12499","ASV_12499","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Mycosphaerellales","f__Mycosphaerellaceae",NA,NA
"12500","ASV_12500","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Crepidotaceae","g__Crepidotus","s__crocophyllus"
"12501","ASV_12501","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Helotiales","f__Mollisiaceae","g__Phialocephala","s__hiberna"
"12502","ASV_12502","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Polyporales","f__Meripilaceae","g__Physisporinus",NA
"12503","ASV_12503","k__Fungi","p__Basidiomycota","c__Agaricomycetes",NA,NA,NA,NA
"12504","ASV_12504","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Mycosphaerellales","f__Mycosphaerellaceae","g__Zymoseptoria",NA
"12505","ASV_12505","k__Fungi","p__Basidiomycota","c__Exobasidiomycetes","o__Microstromatales","f__Microstromatales_fam_Incertae_sedis","g__Pseudomicrostroma","s__glucosiphilum"
"12506","ASV_12506","k__Fungi","p__Ascomycota","c__Pezizomycetes","o__Pezizales","f__Pulvinulaceae","g__Pulvinulaceae_gen_Incertae_sedis",NA
"12507","ASV_12507","k__Fungi",NA,NA,NA,NA,NA,NA
"12508","ASV_12508",NA,NA,NA,NA,NA,NA,NA
"12509","ASV_12509",NA,NA,NA,NA,NA,NA,NA
"12510","ASV_12510",NA,NA,NA,NA,NA,NA,NA
"12511","ASV_12511",NA,NA,NA,NA,NA,NA,NA
"12512","ASV_12512",NA,NA,NA,NA,NA,NA,NA
"12513","ASV_12513","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Phaeosphaeriaceae","g__Phaeoseptoriella","s__zeae"
"12514","ASV_12514",NA,NA,NA,NA,NA,NA,NA
"12515","ASV_12515",NA,NA,NA,NA,NA,NA,NA
"12516","ASV_12516","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Physalacriaceae","g__Cylindrobasidium","s__evolvens"
"12517","ASV_12517","k__Fungi",NA,NA,NA,NA,NA,NA
"12518","ASV_12518",NA,NA,NA,NA,NA,NA,NA
"12519","ASV_12519","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Tubariaceae","g__Tubariaceae_gen_Incertae_sedis",NA
"12520","ASV_12520","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Massarinaceae","g__Stagonospora",NA
"12521","ASV_12521",NA,NA,NA,NA,NA,NA,NA
